,"Symbol","Company Name","Security Type","Security Price","Equity Summary Score","Volume (90 Day Avg)","Market Capitalization","Dividend Yield","Company Headquarters Location","Sector","Industry","Optionable","Price Performance (52 Weeks)","Total Return (1 Yr Annualized)","Beta (1 Year Annualized)","Standard Deviation (1 Yr Annualized)","S&P Global Market Intelligence Valuation","S&P Global Market Intelligence Quality","S&P Global Market Intelligence Growth Stability","S&P Global Market Intelligence Financial Health","P/E (Price/TTM Earnings)","PEG Ratio","EPS Growth (Proj This Yr vs. Last Yr)","Institutional Ownership","Institutional Ownership (Last vs. Prior Qtr)","Analyst Sentiment"
1848,"FDP","Fresh Del Monte Produce Inc.","Common Stock",25.53,3.2,0.13601,1220000000,2.15433,"Cayman Islands","Consumer Staples","Food Products","Yes (Option Chain)",-9.46809,-7.81948,0.465858,0.28331,61,58,4,76,15.2,,-15.08876,68.535,2.0557,"neutral"
1849,"HAS","Hasbro Inc.","Common Stock",91.96,3.2,1.24535,12500000000,3.12256,"United States of America","Consumer Discretionary","Leisure Products","Yes (Option Chain)",-9.75242,-7.08492,0.61361,0.2387,50,71,7,40,34.2,,0.01912,81.2262,2.3885,"neutral"
1850,"IMAX","Imax Corp","Common Stock",16.615,3.2,0.60482,954490000,0,"Canada","Communication Services","Entertainment","Yes (Option Chain)",-20.90204,-20.90204,1.118269,0.49345,26,38,80,57,,,,76.3606,0.844,"neutral"
1851,"JWN","Nordstrom Inc.","Common Stock",26.88,3.2,5.91271,4270000000,2.83582,"United States of America","Consumer Discretionary","Multiline Retail","Yes (Option Chain)",-26.93566,-26.4215,1.954372,0.60263,79,88,63,70,24.4,0.62909,112.06667,59.2869,3.0316,"neutral"
1852,"NEM","Newmont Corporation","Common Stock",73.02,3.2,7.83684,57390000000,3.04246,"United States of America","Materials","Metals & Mining","Yes (Option Chain)",15.86284,19.81848,0.068318,0.31237,42,70,25,47,58.4,,14.08784,79.1737,3.1182,"neutral"
1853,"O","Realty Income Corp.","Common Stock (REIT)",68.25,3.2,3.6574,40290000000,4.39893,"United States of America","Real Estate","Equity Real Estate Investment Trusts (REITs)","Yes (Option Chain)",0.62201,11.7307,0.680713,0.17139,24,55,22,61,78.4,,87.81609,77.4336,50.1163,"neutral"
1854,"SHW","Sherwin-Williams Co (The)","Common Stock",269.805,3.2,1.63359,69920000000,0.89292,"United States of America","Materials","Chemicals","Yes (Option Chain)",-1.85855,-1.09575,0.734326,0.26367,52,91,1,25,39.3,2.63666,15.54601,77.4037,0.088,"neutral"
1855,"TGI","Triumph Group Inc.","Common Stock",22.85,3.2,0.66712,1450000000,0,"United States of America","Industrials","Aerospace & Defense","Yes (Option Chain)",33.03783,33.03783,1.755433,0.62927,34,24,60,49,,,,94.8684,0.8495,"neutral"
1856,"WTS","Watts Water Technologies Inc","Common Stock",128.825,3.2,0.25699,4310000000,0.80758,"United States of America","Industrials","Machinery","Yes (Option Chain)",3.39623,4.0714,0.802913,0.28718,44,71,46,57,26.4,3.29192,7.89855,92.3567,1.1854,"neutral"
1857,"MGM","MGM Resorts International","Common Stock",40.48,3.2,5.04492,18270000000,0.02383,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","Yes (Option Chain)",3.06974,3.09451,1.347578,0.35577,58,27,77,28,13.1,,,71.6003,2.9706,"neutral"
1858,"CMG","Chipotle Mexican Grill Inc","Common Stock",1434.6,3.2,0.29595,40860000000,0,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","Yes (Option Chain)",-2.06899,-2.06899,1.365626,0.3347,46,84,13,17,59.6,2.22911,25.40913,90.2024,1.0921,"neutral"
1859,"WD","Walker & Dunlop Inc","Common Stock",124.01,3.2,0.1564,3990000000,1.98873,"United States of America","Financials","Thrifts & Mortgage Finance","Yes (Option Chain)",8.86784,10.82272,1.01897,0.28385,13,1,26,,15.2,,19.23926,71.7266,2.4167,"neutral"
1860,"RARE","Ultragenyx Pharmaceutical Inc","Common Stock",71.69,3.2,0.41941,5050000000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-32.12844,-32.12844,1.086225,0.47076,43,34,9,20,,,3.53731,97.5895,2.5376,"neutral"
1861,"AGFS","AgroFresh Solutions Inc","Common Stock",1.84,3.2,0.0641,96970000,0,"United States of America","Materials","Chemicals","Yes (Option Chain)",-12.73585,-12.73585,0.247283,0.41486,93,60,66,72,,,-35,73.8057,1.5325,"neutral"
1862,"RDUS","Radius Health Inc","Common Stock",7.04,3.2,0.9267,328840000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-68.5118,-68.5118,0.067124,0.76706,55,87,81,88,,,95.77181,60.4803,1.336,"neutral"
1863,"OEC","Orion Engineered Carbons SA","Common Stock",16.18,3.2,0.51748,937360000,0.53662,"Luxembourg","Materials","Chemicals","Yes (Option Chain)",-22.30614,-22.11907,0.522299,0.31056,60,44,19,70,7.3,,20.69364,90.341,0.6445,"neutral"
1864,"SUM","Summit Materials Inc","Common Stock",29.27,3.2,0.77769,3390000000,0,"United States of America","Materials","Construction Materials","Yes (Option Chain)",-1.52831,-1.52831,1.111063,0.36379,66,64,44,27,22.9,1.39518,29.55357,99.7126,-0.6155,"neutral"
1865,"LW","Lamb Weston Holdings Inc","Common Stock",65.87,3.2,1.32674,9510000000,1.48778,"United States of America","Consumer Staples","Food Products","Yes (Option Chain)",-18.17391,-16.98441,0.956795,0.37681,51,56,48,19,41.2,2.80866,-11.25,86.6994,4.6793,"neutral"
1866,"MORF","Morphic Holding Inc","Common Stock",32.91,3.2,0.2667,1260000000,0,"United States of America","Health Care","Biotechnology","No",-37.75298,-37.75298,2.103285,0.62001,54,33,46,15,,,-28.05243,73.466,3.7577,"neutral"
1867,"KROS","Keros Therapeutics Inc","Common Stock",55.24,3.2,0.12527,1330000000,0,"United States of America","Health Care","Biotechnology","No",-2.02786,-2.02786,0.99278,0.67883,57,39,77,0,,,-75.07937,67.3251,17.7149,"neutral"
1868,"BOKF","BOK Financial Corp","Common Stock",86.02,3.1,0.18482,5770000000,2.50177,"United States of America","Financials","Banks","Yes (Option Chain)",-3.63884,-1.54442,0.940489,0.28048,41,54,5,91,11.1,,-32.49162,39.2027,3.647,"neutral"
1869,"IBM","International Business Machines Corp","Common Stock",133.28,3.1,5.33209,119660000000,4.96091,"United States of America","Information Technology","IT Services","Yes (Option Chain)",-1.82861,2.7571,0.422698,0.23814,90,87,22,77,24.3,1.86409,22.14376,55.6778,1.6509,"neutral"
1870,"JOE","St. Joe Co (The)","Common Stock",52.45,3.1,0.19103,3070000000,0.76849,"United States of America","Real Estate","Real Estate Management & Development","Yes (Option Chain)",13.67111,14.44315,1.410372,0.37458,45,95,81,32,41.3,,,87.5751,0.5023,"neutral"
1871,"NEWT","Newtek Business Services Corp","Common Stock",25.26,3.1,0.1638,600110000,12.07729,"United States of America","Financials","Capital Markets","Yes (Option Chain)",-11.6643,-1.79737,0.605821,0.41802,85,79,62,33,6.8,,-28.38617,19.8096,36.1579,"neutral"
1872,"PNM","PNM Resources Inc.","Common Stock",46.55,3.1,0.69796,3950000000,3.0178,"United States of America","Utilities","Electric Utilities","Yes (Option Chain)",-6.68558,-4.01498,0.203361,0.11511,57,68,38,65,20.6,3.82733,2.40816,89.0146,4.6948,"neutral"
1873,"RSG","Republic Services Inc.","Common Stock",132.72,3.1,1.2744,41360000000,1.40469,"United States of America","Industrials","Commercial Services & Supplies","Yes (Option Chain)",23.22672,25.00641,0.487879,0.16237,51,88,68,37,32.9,3.42741,10.76739,58.277,0.8949,"neutral"
1874,"SLB","Schlumberger Ltd","Common Stock",40.19,3.1,15.57384,55280000000,1.78982,"United States of America","Energy","Energy Equipment & Services","Yes (Option Chain)",44.5841,51.79747,0.372571,0.44281,55,56,40,51,27.3,,46.32813,77.0636,4.367,"neutral"
1875,"WWD","Woodward Inc","Common Stock",103.23,3.1,0.43347,6920000000,0.6928,"United States of America","Industrials","Aerospace & Defense","Yes (Option Chain)",-11.91585,-11.4162,0.599992,0.23729,54,70,16,31,38.1,2.22416,10.64815,80.1016,0.4344,"neutral"
1876,"STWD","Starwood Property Trust Inc","Common Stock (REIT)",23.4425,3.1,2.34839,7000000000,8.40999,"United States of America","Financials","Mortgage Real Estate Investment Trusts (REITs)","Yes (Option Chain)",-11.58017,-4.70807,0.773961,0.19676,15,30,32,9,15.4,,-19.1635,46.5431,10.9727,"neutral"
1877,"VRSK","VERISK ANALYTICS INC","Common Stock",200.81,3.1,1.17724,32100000000,0.61328,"United States of America","Industrials","Professional Services","Yes (Option Chain)",7.23416,7.88635,1.006129,0.24498,44,88,4,31,49.2,4.63144,10.03766,92.4325,1.9209,"neutral"
1878,"KOS","Kosmos Energy Ltd","Common Stock",7.155,3.1,11.74292,3110000000,0,"United States of America","Energy","Oil, Gas & Consumable Fuels","Yes (Option Chain)",138.81119,138.81119,1.193608,0.72732,53,51,53,43,,,,82.619,18.1377,"neutral"
1879,"COMM","CommScope Holding Co Inc","Common Stock",6.34,3.1,4.16927,1300000000,0,"United States of America","Information Technology","Communications Equipment","Yes (Option Chain)",-61.97948,-61.97948,1.849229,0.58643,60,63,3,74,,,10.79137,93.414,3.3242,"neutral"
1880,"ZEN","ZENDESK INC","Common Stock",121.12,3.1,1.99889,14970000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",-16.42833,-16.42833,0.481486,0.4351,46,60,63,20,,,14.92063,99.1476,6.5329,"neutral"
1881,"HRTG","Heritage Insurance Holdings Inc","Common Stock",3.97,3.1,0.19602,106410000,5.97015,"United States of America","Financials","Insurance","Yes (Option Chain)",-55.87267,-54.28787,0.774257,0.47203,32,18,1,40,,,,62.9184,-5.4224,"neutral"
1882,"IGT","International Game Technology PLC","Common Stock",21.995,3.1,1.76536,4570000000,3.56189,"United Kingdom","Consumer Discretionary","Hotels, Restaurants & Leisure","Yes (Option Chain)",30.42973,32.51533,1.544388,0.57481,94,76,85,56,71,,-57.98193,44.0066,1.0567,"neutral"
1883,"SITE","SiteOne Landscape Supply Inc","Common Stock",141.265,3.1,0.32997,6400000000,0,"United States of America","Industrials","Trading Companies & Distributors","Yes (Option Chain)",-20.45379,-20.45379,1.335973,0.37422,49,57,63,41,27.2,,3.51923,90.9686,-0.0608,"neutral"
1884,"TRTX","TPG RE Finance Trust Inc","Common Stock",10.81,3.1,0.34835,808890000,9.16031,"United States of America","Financials","Mortgage Real Estate Investment Trusts (REITs)","Yes (Option Chain)",-15.89085,-9.26034,0.688507,0.2294,62,26,57,20,12.4,,9.63303,53.8641,18.4931,"neutral"
1885,"WH","Wyndham Hotels & Resorts Inc","Common Stock",85.55,3.1,0.76509,8140000000,1.44829,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","Yes (Option Chain)",20.88634,22.49401,0.693541,0.24323,62,73,58,23,24.6,,12.5,92.7251,-1.1133,"neutral"
1886,"EVER","EverQuote Inc","Common Stock",10.71,3.1,0.28521,463680000,0,"United States of America","Communication Services","Interactive Media & Services","Yes (Option Chain)",-57.05985,-57.05985,1.423223,0.62934,24,37,24,11,,,-43.73134,59.9211,7.0627,"neutral"
1887,"PINS","Pinterest Inc","Common Stock",22.33,3.1,12.94742,14700000000,0,"United States of America","Communication Services","Interactive Media & Services","Yes (Option Chain)",-66.61142,-66.61142,1.798946,0.5563,61,68,42,19,46.5,32.97619,-11.68142,74.3049,2.9076,"neutral"
1888,"LSF","Laird Superfood Inc","Common Stock",3.12,3.1,0.10472,28560000,0,"United States of America","Consumer Staples","Food Products","No",-91.39962,-91.39962,1.610085,0.68888,7,1,56,19,,,-1.50376,38.5837,-1.8583,"neutral"
1889,"AME","AMETEK Inc","Common Stock",124.48,3,1.009,29200000000,0.69664,"United States of America","Industrials","Electrical Equipment","Yes (Option Chain)",-6.38109,-5.80529,0.911597,0.16621,46,42,39,44,29.3,,11.93814,87.0151,1.5658,"bearish"
1890,"ATO","Atmos Energy Corp","Common Stock",113.28,3,1.11943,15140000000,2.43379,"United States of America","Utilities","Gas Utilities","Yes (Option Chain)",7.88686,10.74802,0.389882,0.17107,15,5,78,63,21.3,2.71225,7.48047,87.1012,6.5298,"bearish"
1891,"CASH","Meta Financial Grp Inc","Common Stock",43.19,3,0.25911,1270000000,0.46147,"United States of America","Financials","Banks","Yes (Option Chain)",-11.55102,-11.21189,1.236602,0.32178,70,55,77,92,8,,24.97717,84.1949,34.2993,"bearish"
1892,"CAE","CAE Inc.","Common Stock",24.7,3,0.31829,7880000000,0,"Canada","Industrials","Aerospace & Defense","Yes (Option Chain)",-20.65773,-20.65773,1.300427,0.34367,44,43,33,35,70.6,7.1,63.82979,58.6471,4.0486,"bearish"
1893,"FCFS","FirstCash Holdings Inc","Common Stock",75.21,3,0.30201,3610000000,1.57563,"United States of America","Financials","Consumer Finance","Yes (Option Chain)",5.85129,7.45072,0.476335,0.31226,43,74,18,36,26.9,,27.96954,75.944,8034.3898,"bearish"
1894,"AXGN","Axogen Inc","Common Stock",7.89,3,0.31917,314830000,0,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-61.24031,-61.24031,0.720614,0.55986,47,73,53,52,,,-41.51515,74.5709,-0.6709,"bearish"
1895,"VBIV","VBI Vaccines Inc","Common Stock",1.295,3,2.22783,346060000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-58.51393,-58.51393,2.066013,0.60578,45,43,50,43,,,-15.92593,43.7965,0.9478,"bearish"
1896,"NG","NovaGold Resources Inc","Common Stock",6.185,3,1.5098,2030000000,0,"Canada","Materials","Metals & Mining","Yes (Option Chain)",-32.25806,-32.25806,0.607208,0.39523,6,39,58,2,,,19.16667,50.6285,1.3745,"bearish"
1897,"OMCL","Omnicell Inc","Common Stock",115.845,3,0.43614,5080000000,0,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-17.29648,-17.29648,1.065024,0.32766,80,92,11,93,77.7,5.14094,-1.49606,81.3331,2.8805,"bearish"
1898,"RGR","Sturm Ruger & Co Inc.","Common Stock",69.7,3,0.15058,1220000000,5.05254,"United States of America","Consumer Discretionary","Leisure Products","Yes (Option Chain)",6.97567,12.05898,0.31065,0.24571,87,68,82,69,7.9,,-31.83371,67.6064,0.6896,"bearish"
1899,"LNW","LIGHT & WONDER INC","Common Stock",58.07,3,0.8162,5680000000,0,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","No",0.95552,0.95552,1.231933,0.45331,,,,,,,-67.93103,94.5013,1.7328,"bearish"
1900,"UFCS","United Fire Group Inc","Common Stock",30.14,3,0.07551,739500000,2.03804,"United States of America","Financials","Insurance","Yes (Option Chain)",-4.75574,-2.54767,0.092683,0.39801,38,23,80,46,9.5,,23.49112,60.5314,-1.0093,"bearish"
1901,"DXCM","DexCom Inc","Common Stock",398.42,3,0.80111,39950000000,0,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",6.98163,6.98163,2.047879,0.45761,64,89,0,37,192.5,6.20461,24.02256,93.6624,-0.0432,"bearish"
1902,"EIG","Employers Holdings Inc","Common Stock",39.48,3,0.12221,1090000000,2.65645,"United States of America","Financials","Insurance","Yes (Option Chain)",-3.28557,-0.89879,0.401477,0.22031,30,51,25,60,11.9,,-6.66667,77.6835,-0.1162,"bearish"
1903,"NWG","NatWest Group plc","Depository Receipt",5.63,3,1.765,28650000000,5.12436,"United Kingdom","Financials","Banks","Yes (Option Chain)",0.36969,5.25156,1.022588,0.29251,92,98,56,,9.1,,-67.79809,0.6443,12.0907,"bearish"
1904,"PDM","Piedmont Office Realty Trust Inc","Common Stock (REIT)",16.165,3,0.78472,1950000000,5.29968,"United States of America","Real Estate","Equity Real Estate Investment Trusts (REITs)","Yes (Option Chain)",-14.87648,-10.82011,0.545159,0.21512,50,50,27,94,,,15.625,82.8466,1.8959,"bearish"
1905,"LAND","Gladstone Land Corporation","Common Stock (REIT)",36.75,3,0.32762,1240000000,1.51544,"United States of America","Real Estate","Equity Real Estate Investment Trusts (REITs)","Yes (Option Chain)",72.5048,75.94613,0.601612,0.32379,14,33,77,43,,,40.90909,45.3351,21.0801,"bearish"
1906,"KPTI","Karyopharm Therapeutics Inc","Common Stock",6.385,3,3.21261,501920000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-33.05085,-33.05085,0.891452,1.0875,52,53,98,66,,,-34.84848,68.4922,-2.0836,"bearish"
1907,"ABEV","Ambev SA","Depository Receipt",2.845,3,22.7771,44380000000,4.32436,"Brazil","Consumer Staples","Beverages","Yes (Option Chain)",1.43885,5.546,0.80532,0.34965,72,68,76,42,14.2,1.46875,1.97368,8.4789,-1.1199,"bearish"
1908,"IBP","Installed Building Products Inc","Common Stock",82.095,3,0.22193,2410000000,1.53303,"United States of America","Consumer Discretionary","Household Durables","Yes (Option Chain)",-38.96027,-37.7656,1.150557,0.38513,55,44,47,34,20.5,,21.58088,80.7848,0.3731,"bearish"
1909,"QUOT","Quotient Technology Inc","Common Stock",5.45,3,0.99429,528710000,0,"United States of America","Consumer Discretionary","Internet & Direct Marketing Retail","Yes (Option Chain)",-65.91187,-65.91187,1.74417,0.47073,41,52,87,43,,,153.33333,81.5143,-0.0031,"bearish"
1910,"WK","Workiva Inc","Common Stock",95.26,3,0.37703,5030000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",2.82979,2.82979,1.682065,0.40374,56,65,21,28,,,,89.2751,4.2198,"bearish"
1911,"EVH","Evolent Health Inc","Common Stock",29.31,3,0.64707,2630000000,0,"United States of America","Health Care","Health Care Technology","Yes (Option Chain)",32.31764,32.31764,0.814937,0.46328,75,97,68,87,,,310,93.4538,-0.3509,"bearish"
1912,"TRHC","Tabula Rasa HealthCare Inc","Common Stock",3.938,3,0.73845,92290000,0,"United States of America","Health Care","Health Care Technology","Yes (Option Chain)",-92.54386,-92.54386,-0.221117,0.93957,69,84,72,95,,,4.09091,83.0029,-2.6223,"bearish"
1913,"PTGX","Protagonist Therapeutics Inc","Common Stock",9.68,3,0.90932,469980000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-66.86066,-66.86066,2.991959,1.17253,40,34,16,12,,,-24.83395,88.7976,2.0545,"bearish"
1914,"EYE","National Vision Holdings Inc","Common Stock",37.69,3,0.77715,3100000000,0,"United States of America","Consumer Discretionary","Specialty Retail","Yes (Option Chain)",-27.00058,-27.00058,1.276997,0.37451,57,73,20,39,26.4,-7.18957,-25.60811,89.9744,0.7561,"bearish"
1915,"VMD","Viemed Healthcare Inc","Common Stock",5.045,3,0.13122,199790000,0,"United States of America","Health Care","Health Care Providers & Services","No",-49.85075,-49.85075,1.043631,0.43501,95,98,47,92,22.9,,,56.6423,4.5465,"bearish"
1916,"REZI","Resideo Technologies Inc","Common Stock",23.58,3,0.69725,3390000000,0,"United States of America","Industrials","Building Products","Yes (Option Chain)",-22.22592,-22.22592,0.949434,0.37099,84,62,54,79,14.5,,25.64417,92.7485,2.5294,"bearish"
1917,"WMG","Warner Music Group Corp","Common Stock",29.935,3,1.49315,15640000000,1.97498,"United States of America","Communication Services","Entertainment","Yes (Option Chain)",-20.59592,-19.39303,1.50697,0.36278,65,59,39,41,39.4,0.99658,68.96552,75.6142,10.141,"bearish"
1918,"LESL","Leslie's Inc","Common Stock",19.875,3,1.68692,3620000000,0,"United States of America","Consumer Discretionary","Specialty Retail","Yes (Option Chain)",-32.8252,-32.8252,0.930235,0.37485,13,70,51,25,27.2,,17.64706,-1.2677,0.6814,"bearish"
1919,"TUEM","Tuesday Morning Corp.","Common Stock",0.9799,3,0.24049,80360000,0,"United States of America","Consumer Discretionary","Multiline Retail","No",-67.68276,-67.68276,2.21229,0.83098,1,8,8,40,,,,,10.2113,"bearish"
1920,"CVRX","CVRx Inc","Common Stock",6.02,3,0.12268,124360000,0,"United States of America","Health Care","Health Care Equipment & Supplies","No",,,,,59,41,32,31,,,48.67788,62.6005,-7.4621,"bearish"
1921,"DNUT","Krispy Kreme Inc","Common Stock",13.51,3,1.34205,2250000000,1.04089,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","No",,,,,37,55,73,28,,,10.54054,24.0278,3.4074,"bearish"
1922,"COOK","Traeger Inc","Common Stock",6.05,3,1.0307,709260000,0,"United States of America","Consumer Discretionary","Household Durables","No",,,,,19,21,2,14,,,-79.83333,43.9595,0.9343,"bearish"
1923,"ABMD","ABIOMED Inc","Common Stock",286.045,2.9,0.34637,13000000000,0,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-7.42937,-7.42937,1.147614,0.37577,72,96,12,19,96,25.26797,2.31982,92.5475,3.6662,"bearish"
1924,"CLFD","Clearfield Inc","Common Stock",58.2,2.9,0.19997,780720000,0,"United States of America","Information Technology","Communications Equipment","Yes (Option Chain)",59.08581,59.08581,2.89566,0.71228,34,47,58,16,24.5,,86.53061,43.3695,6.5814,"bearish"
1925,"COO","Cooper Cos Inc (The)","Common Stock",356.66,2.9,0.31048,17600000000,0.0168,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-13.1057,-13.09279,1.215246,0.26851,87,52,3,89,18.9,,6.17069,98.7392,2.0628,"bearish"
1926,"CWST","Casella Waste Systems Inc","Common Stock",76.69,2.9,0.31944,4010000000,0,"United States of America","Industrials","Commercial Services & Supplies","Yes (Option Chain)",15.60125,15.60125,0.025911,0.22924,43,72,13,27,95.9,,12.88889,95.0613,-3.1704,"bearish"
1927,"DCI","Donaldson Co Inc.","Common Stock",50.295,2.9,0.44373,6080000000,1.78935,"United States of America","Industrials","Machinery","Yes (Option Chain)",-21.78753,-20.63561,0.90961,0.21903,52,69,59,59,20.1,1.9672,16.50862,80.1532,3.3752,"bearish"
1928,"FFIC","Flushing Financial Corp","Common Stock",21.68,2.9,0.11544,654410000,4.08353,"United States of America","Financials","Banks","Yes (Option Chain)",-7.39149,-3.98527,0.294917,0.19555,61,62,90,8,8.4,,-8.14672,68.4918,-1.1159,"bearish"
1929,"FTI","TechnipFMC plc","Common Stock",7.28,2.9,10.08012,3190000000,0,"United Kingdom","Energy","Energy Equipment & Services","Yes (Option Chain)",-4.72973,-4.72973,0.898078,0.51935,76,50,23,62,,,,84.9506,2.319,"bearish"
1930,"GGG","Graco Inc.","Common Stock",63.05,2.9,0.66018,10680000000,1.33101,"United States of America","Industrials","Machinery","Yes (Option Chain)",-17.82552,-16.9218,1.146403,0.21069,51,63,29,55,25.3,,8.68852,84.7498,1.5712,"bearish"
1931,"GHL","Greenhill & Co Inc","Common Stock",13.18,2.9,0.12061,229270000,3.18979,"United States of America","Financials","Capital Markets","Yes (Option Chain)",-17.3913,-16.1634,0.979981,0.43654,98,91,16,86,13.9,,-37.39884,60.3814,-3.2122,"bearish"
1932,"ITT","ITT Inc","Common Stock",73.57,2.9,0.61279,5990000000,1.47796,"United States of America","Industrials","Machinery","Yes (Option Chain)",-24.23921,-23.43698,1.272124,0.27131,29,22,82,23,20.2,1.55787,10.04938,95.7214,1.6309,"bearish"
1933,"ITW","Illinois Tool Works Inc.","Common Stock",205.28,2.9,1.07486,62380000000,2.43988,"United States of America","Industrials","Machinery","Yes (Option Chain)",-13.21271,-11.34945,0.769008,0.17286,58,70,17,45,24.1,2.18815,6.51817,80.5349,2.4701,"bearish"
1934,"MYGN","Myriad Genetics Inc","Common Stock",21.17,2.9,0.51608,1700000000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-29.88087,-29.88087,0.884432,0.4246,83,95,68,71,,,325,97.6766,-0.3232,"bearish"
1935,"PFG","Principal Financial Group Inc","Common Stock",70.3,2.9,1.61496,17350000000,3.72201,"United States of America","Financials","Insurance","Yes (Option Chain)",6.66873,10.72298,1.028793,0.24023,75,55,54,65,12.1,0.86347,-1.03397,,3.8444,"bearish"
1936,"PHG","Koninklijke Philips NV","Depository Receipt",26.335,2.9,2.10526,22850000000,3.66722,"Netherlands","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-53.58404,-51.77409,0.79742,0.34735,88,75,6,98,34.7,,-24.05128,8.4966,-0.5795,"bearish"
1937,"PRFT","Perficient Inc","Common Stock",101.81,2.9,0.28803,3540000000,0,"United States of America","Information Technology","IT Services","Yes (Option Chain)",53.9831,53.9831,1.636854,0.42912,61,64,4,33,67.9,3.75497,22.8,89.6843,-0.9871,"bearish"
1938,"SSP","Scripps (E.W.) Co (The)","Common Stock",17,2.9,0.25584,1380000000,0,"United States of America","Communication Services","Media","Yes (Option Chain)",-22.52544,-22.52544,1.199894,0.3628,79,18,2,54,23,,109.43396,,3.4559,"bearish"
1939,"TTEC","TTEC Holdings Inc","Common Stock",73.02,2.9,0.13759,3470000000,1.35446,"United States of America","Information Technology","IT Services","Yes (Option Chain)",-27.42554,-26.62579,1.225515,0.33354,88,67,7,78,24.6,2.14298,4.26407,36.9577,4.0962,"bearish"
1940,"TTEK","Tetra Tech Inc","Common Stock",138.81,2.9,0.32655,7540000000,0.57294,"United States of America","Industrials","Commercial Services & Supplies","Yes (Option Chain)",9.97952,10.59122,1.151042,0.31024,52,89,69,57,30.5,,13.24538,86.7846,2.215,"bearish"
1941,"TTI","TETRA Technologies Inc.","Common Stock",4.385,2.9,1.09468,472290000,0,"United States of America","Energy","Energy Equipment & Services","Yes (Option Chain)",47.41036,47.41036,1.214579,0.64205,12,27,27,21,,,,55.4176,-0.0722,"bearish"
1942,"URI","United Rentals Inc.","Common Stock",313.51,2.9,0.72531,21990000000,0,"United States of America","Industrials","Trading Companies & Distributors","Yes (Option Chain)",-4.03813,-4.03813,1.345325,0.3241,82,90,77,55,14.7,0.64769,28.50408,90.8182,0.2873,"bearish"
1943,"OSPN","OneSpan Inc","Common Stock",13.82,2.9,0.25792,579400000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",-45.81037,-45.81037,0.647488,0.41829,26,46,28,18,,,75.12195,79.7584,-0.7214,"bearish"
1944,"KTOS","Kratos Defense & Security Solutions Inc","Common Stock",15.815,2.9,1.131,1920000000,0,"United States of America","Industrials","Aerospace & Defense","Yes (Option Chain)",-41.88679,-41.88679,1.022501,0.38693,25,33,16,15,,,0.83333,85.7322,0.6485,"bearish"
1945,"DRH","DiamondRock Hospitality Co","Common Stock (REIT)",10.275,2.9,2.09178,2220000000,0,"United States of America","Real Estate","Equity Real Estate Investment Trusts (REITs)","Yes (Option Chain)",0.47985,0.47985,0.900635,0.39127,6,14,90,12,,,,99.6567,-0.6651,"bearish"
1946,"UEC","Uranium Energy Corp","Common Stock",4.5604,2.9,13.05856,1190000000,0,"United States of America","Energy","Oil, Gas & Consumable Fuels","Yes (Option Chain)",45.51724,45.51724,0.963212,0.91162,7,0,17,1,,,,39.3183,32.6696,"bearish"
1947,"DFS","Discover Financial Services","Common Stock",116.78,2.9,1.71938,31830000000,2.11864,"United States of America","Financials","Consumer Finance","Yes (Option Chain)",-0.63158,0.94959,1.116124,0.33866,94,63,60,85,6.9,0.11845,-16.07964,86.4528,0.0122,"bearish"
1948,"TIPT","Tiptree Inc","Common Stock",11.67,2.9,0.06359,423180000,1.31904,"United States of America","Financials","Insurance","No",21.17882,22.77336,1.416149,0.62184,91,61,30,80,10.7,,,34.376,4.9393,"bearish"
1949,"ENV","Envestnet Inc","Common Stock",77.83,2.9,0.42242,4340000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",6.62332,6.62332,0.654061,0.24894,83,84,38,53,324.3,,-4.13223,83.2299,3.2801,"bearish"
1950,"SAVE","Spirit Airlines Inc","Common Stock",21.85,2.9,5.52064,2320000000,0,"United States of America","Industrials","Airlines","Yes (Option Chain)",-40.25684,-40.25684,0.968301,0.50815,25,36,82,40,,,42.04762,63.0018,-0.1702,"bearish"
